little_interest_in_doing_things,feeling_down_depressed_hopeless,trouble_falling_or_staying_asleep,feeling_tired_or_having_little_energy,poor_appetitie_or_overeating,feeling_bad_about_yourself,trouble_concentrating,moving_or_speaking_to_slowly_or_fast,thoughts_you_would_be_better_off_dead,difficult_doing_daytoday_tasks,MDD,alcoholic_drinks_past_12mo,how_healthy_is_your_diet,has_diabetes,count_days_seen_doctor_12mo,has_overweight_diagnosis,count_days_moderate_recreational_activity,count_minutes_moderate_recreational_activity,count_minutes_moderate_sedentary_activity,count_days_physical_activity_youth,has_tried_to_lose_weight_12mo,has_ate_less_to_lose_weight,has_exercised_to_lose_weight,count_lost_10plus_pounds,count_tried_to_lose_weight_youth,has_been_pregnant,food_security_level_household,food_security_level_adult,has_health_insurance,has_health_insurance_gap,general_health_condition,duration_last_healthcare_visit,monthly_poverty_index,monthly_poverty_index_category,count_hours_worked_last_week,has_smoked_tabacco_last_5days,gender,age_in_years,education_level,is_usa_born
1,0.542287705082096,0.364539222440127,0.440779704201487,0.364934106256735,0.409163559555463,0.357133922469613,0.311608839866667,0.248788393387077,0.393904266001998,0.187162582990472,-0.0266573745480559,0.162294820482834,0.0619472816764407,0.140735690367652,0.0731955933526893,0.0130982146958827,0.0140363211750675,0.0381216921729806,,0.0135059656220151,,,0.0366383838288631,,0.0413097805654868,0.177565233410995,0.175725793336818,-0.0196640251977992,0.0584912206124167,0.251627335703211,-0.0534173267478705,-0.129838222672771,-0.121500239060651,-0.0312448914554175,0.109955038681303,0.0640495278200314,0.0134462329099377,-0.12061801217734,0.041645416232389
0.542287705082096,1,0.41800226239708,0.461177671484606,0.401859660664692,0.589816544786597,0.446675932064139,0.39217519978733,0.391403158835117,0.481027998337452,0.263432169721465,0.00912390670348885,0.1679714928191,0.0645712514315384,0.162819125533016,0.0907126732880353,-0.0136348603207324,0.0342760476458375,0.0286296026138428,,0.0334635762100729,,,0.0328396488608421,,0.0159838926973792,0.206793301362242,0.206328728032228,-0.0296058649923322,0.0562880398815934,0.242730074676049,-0.0303513157544827,-0.142881158634588,-0.132277940125427,-0.0459088051106279,0.115536320711091,0.0842113672351209,-0.0169773085645517,-0.103138941119931,0.0376542075809017
0.364539222440127,0.41800226239708,1,0.508976672373581,0.386697148323103,0.34391895506117,0.348149469514308,0.299629592917956,0.207607811514774,0.298251027071281,0.188100960674466,0.00118481172947508,0.165290633425723,0.0684016205674718,0.110208852155313,0.122468588184193,-0.0146725412660544,0.0199701611219768,0.0665882522051219,,0.0509370609916598,,,0.0496725577645819,,0.0109962466983079,0.152335135081183,0.156088498159792,0.00772224543180589,0.0461000062792342,0.230323564260383,0.00642870199559019,-0.104418843659078,-0.0846437603550475,-0.0598559609823995,0.105565517651815,0.0980286845439936,-0.00114663224281125,-0.0570122356584627,0.0903944531886868
0.440779704201487,0.461177671484606,0.508976672373581,1,0.439584884393191,0.376210024630821,0.371156834457155,0.308428012206208,0.21763424290505,0.350670857918938,0.204151487259045,0.00373753518764819,0.204217514712407,0.057881294726283,0.187452544498949,0.149744661399646,-0.0015415526188026,-0.0103435022332361,0.0867635788551184,,0.0665991611076279,,,0.0653835061971198,,0.0184781702564908,0.162248604447226,0.166193921315776,0.00286965965818806,0.0333269504152458,0.287755732486182,-0.0166967593133221,-0.103858139670471,-0.0843858814385757,-0.00879834645801885,0.0870779944679873,0.144546312139691,-0.00338456338235549,-0.0647640232754021,0.0994234107354259
0.364934106256735,0.401859660664692,0.386697148323103,0.439584884393191,1,0.366800005243827,0.348782921106726,0.318783685414275,0.217902333851516,0.306922277126865,0.18234585531437,0.0181454358322642,0.249656909095288,0.0417543399532396,0.11784132280422,0.145291218272025,0.0148551533489518,0.0219596119711238,0.0598631237858439,,0.0661887142937043,,,0.089560406358447,,0.0238505038541906,0.183606956738022,0.185163704365629,-0.0270521963401749,0.05933141362288,0.24060390228138,0.0195214885522629,-0.119317959888643,-0.108892312429827,-0.0314008562637662,0.0912710582559386,0.118014841325905,-0.0423535282653194,-0.0882604915065968,0.06371797013871
0.409163559555463,0.589816544786597,0.34391895506117,0.376210024630821,0.366800005243827,1,0.411780681464869,0.366158795402569,0.416588017659037,0.451299621209473,0.20505801531614,0.00976811576404192,0.160521656362572,0.0402276694525488,0.125285906800832,0.0725319107118037,0.0251538521652957,-0.00367529046605013,0.0500958004354073,,0.037783821934365,,,0.0278738497389286,,-0.0178908379540473,0.159429454795664,0.158110004420424,-0.0356368484037789,0.0536497713055954,0.187286767268361,-0.0598170525151681,-0.112684590520485,-0.107298148450247,-0.0345981172545115,0.101318008818646,0.0588126943850189,-0.0557569657679113,-0.0661099835447328,0.0599411010654013
0.357133922469613,0.446675932064139,0.348149469514308,0.371156834457155,0.348782921106726,0.411780681464869,1,0.376264849235531,0.26631686186508,0.426525607731649,0.186605515920144,-0.00109642258022689,0.121641940289005,0.0340657725772166,0.0538837221788811,0.0703844783913984,-0.0112194239882349,-0.00186014503002765,0.0323289218915184,,0.0273981547143827,,,0.0214279014860599,,0.00657232058473136,0.157029249147541,0.158585557681853,-0.0194752618753131,0.0538197983090779,0.189561195804511,0.00152580941137418,-0.0881535777396745,-0.0752088939699647,-0.00500743314250654,0.0777063457847082,0.0437694287194936,-0.0403008657155961,-0.0732425698439941,0.0418754450536066
0.311608839866667,0.39217519978733,0.299629592917956,0.308428012206208,0.318783685414275,0.366158795402569,0.376264849235531,1,0.281890928867878,0.374085991767997,0.114104978463063,-0.00621856742628215,0.0913017393254614,0.0623394005107554,0.0410632974478174,0.0437460294097907,0.0097217914187249,0.044570939660861,-0.0138844397770081,,0.00790862954414679,,,0.0145444757047172,,0.0252584132765797,0.154517328927945,0.157349594786983,-0.0452939982002901,0.0498295787086423,0.185621648963293,-0.0161255622201046,-0.135249624732118,-0.128757074683386,-0.0333976031183514,0.0915917163460114,0.0060435411653478,-0.0030432200388651,-0.105326084652722,0.0153251456363783
0.248788393387077,0.391403158835117,0.207607811514774,0.21763424290505,0.217902333851516,0.416588017659037,0.26631686186508,0.281890928867878,1,0.285389557746502,0.127465471177189,-0.00281439215866536,0.0860339870550845,0.035548609842275,0.0573521091937641,0.0211825776871877,0.0104745566682861,0.0365663820517558,0.000681383955509492,,0.0140582015872567,,,0.0233355410168876,,0.00763042079104547,0.0923683789509714,0.0930897723472686,-0.0252942699171877,0.0107579631319236,0.114574115365237,-0.0237059591652291,-0.0777019415750629,-0.0685857539393211,-0.0263215475991693,0.0639637843545966,-0.00397704995767708,-0.0122816837404607,-0.0659432472169571,0.0206681296410395
0.393904266001998,0.481027998337452,0.298251027071281,0.350670857918938,0.306922277126865,0.451299621209473,0.426525607731649,0.374085991767997,0.285389557746502,1,0.216616534481483,0.021957325999124,0.0952365625461557,0.0410896727960309,0.145320744518626,0.0747759984813579,-0.0054037540496963,0.0210993441208696,0.0371335166040831,,0.00929045699414796,,,0.023048823278958,,-0.00702022031266836,0.182986851545141,0.182963802702907,-0.012830418130387,0.0426531710757345,0.220131523940547,-0.0588232166996005,-0.140926730790685,-0.13435727431067,-0.0329976738777055,0.107036000638677,0.0456896925003346,-0.0183821948600918,-0.068399493099629,0.0340946301381271
0.187162582990472,0.263432169721465,0.188100960674466,0.204151487259045,0.18234585531437,0.20505801531614,0.186605515920144,0.114104978463063,0.127465471177189,0.216616534481483,1,-0.0205915913954922,0.0796961301765336,0.109979354072663,0.114395381942081,0.1129050546175,-0.00402295169218905,-0.024578856542575,0.0576020161067103,-0.0423142110265704,0.0555161522811106,,,0.0874839849891072,-0.0103007015154463,0.0214926916020372,0.0467069748401636,0.0489341701541308,0.0401951316652113,-0.00748318321043316,0.160876808664884,-0.0516351469218975,0.000557420050363283,0.00881590790661385,-0.0425395687956431,0.0482218498270479,0.079929154217252,0.167598054172049,0.000505666959661871,0.0367259018197404
-0.0266573745480559,0.00912390670348885,0.00118481172947508,0.00373753518764819,0.0181454358322642,0.00976811576404192,-0.00109642258022689,-0.00621856742628215,-0.00281439215866536,0.021957325999124,-0.0205915913954922,1,0.0456113883150135,-0.0708963814937594,-0.042009975625614,0.0510940842250057,-0.046313126877222,-0.013139287135305,0.0122650304616515,,0.0874797040820054,,,-0.014690861903822,,-0.0508511717019973,-0.0223749043923116,-0.0224112474710537,-0.0304258396572424,0.0471670307306541,-0.0761452720917664,-0.0231412355989312,0.00497402046156325,0.0116375475895691,-0.0209674977811888,-0.0207031269538968,0.113779943180426,-0.261698221371889,0.0873609707508661,-0.0406705788866873
0.162294820482834,0.1679714928191,0.165290633425723,0.204217514712407,0.249656909095288,0.160521656362572,0.121641940289005,0.0913017393254614,0.0860339870550845,0.0952365625461557,0.0796961301765336,0.0456113883150135,1,0.0323002585824203,0.0381266805951434,0.188377130497303,-0.0850607799623537,0.0214478498377097,0.0365533954472565,-0.190165879977001,0.0782487828502208,,,0.0161509443326953,,0.0403442322719818,0.205604042842373,0.204444472294481,-0.10018788652052,0.0646833548981595,0.362896502052732,0.0538240642346552,-0.174674689297115,-0.134409990877825,0.0254801507788274,0.115733133950915,0.0521771785879318,-0.12416391942272,-0.168496456598092,0.082188249248174
0.0619472816764407,0.0645712514315384,0.0684016205674718,0.057881294726283,0.0417543399532396,0.0402276694525488,0.0340657725772166,0.0623394005107554,0.035548609842275,0.0410896727960309,0.109979354072663,-0.0708963814937594,0.0323002585824203,1,,0.193765837952527,0.0250621125041401,-0.0244526665697709,0.0375643294589101,-0.0316101337054467,0.0145441771988556,,,0.0640270752047138,0.0618563654214148,0.0943633797729414,0.0189852719944495,0.0230360893088648,0.0322908034043555,-0.0280807440787343,0.299053416858274,-0.0275407488333175,0.000565721054041796,0.0147650663295207,0.0170953187872232,-0.0232502563952433,-0.0253166762509559,0.363730619031607,-0.099229633323823,-0.0792941008620613
0.140735690367652,0.162819125533016,0.110208852155313,0.187452544498949,0.11784132280422,0.125285906800832,0.0538837221788811,0.0410632974478174,0.0573521091937641,0.145320744518626,0.114395381942081,-0.042009975625614,0.0381266805951434,,1,-0.00540438710334532,0.0156563881132961,-0.0386073094567208,0.0242853808585439,0.360675184737912,-0.00829104733324776,,,0.0641255574046537,-0.519220138514297,0.0243821680003339,0.169358496409992,0.182389735054062,0.0405760476449823,-0.00716134428507826,0.185417497472212,-0.524017110373745,-0.178298294732912,-0.139162460014754,-0.0368025865290667,0.0859176599072402,-0.00350123544384559,0.0519509793490067,-0.116430246437347,0.00997537528282772
0.0731955933526893,0.0907126732880353,0.122468588184193,0.149744661399646,0.145291218272025,0.0725319107118037,0.0703844783913984,0.0437460294097907,0.0211825776871877,0.0747759984813579,0.1129050546175,0.0510940842250057,0.188377130497303,0.193765837952527,-0.00540438710334532,1,-0.0360813847305941,-0.0365101975313596,0.118484248327737,-0.0899316504418164,0.339706497834711,,,0.178815495105475,,0.0393469587090463,0.0333153770936918,0.0359004916938889,0.0666958826023789,-0.00620569665603759,0.216435942997266,-0.0684038443388813,0.023795349583904,0.034114578701929,0.0345380223321484,-0.0509911924565494,0.0910780728998861,0.0681063071674804,0.0601633111976224,0.105303996025409
0.0130982146958827,-0.0136348603207324,-0.0146725412660544,-0.0015415526188026,0.0148551533489518,0.0251538521652957,-0.0112194239882349,0.0097217914187249,0.0104745566682861,-0.0054037540496963,-0.00402295169218905,-0.046313126877222,-0.0850607799623537,0.0250621125041401,0.0156563881132961,-0.0360813847305941,1,-0.0413075894485397,-0.0410861634352924,,-0.031217690748354,,,0.0411521283957219,,0.0825724758486586,0.00377647339337026,0.00439694917887351,0.0235268814514521,-0.00783665079110534,-0.0326926641770783,-0.0337837359265662,-0.0313503717634373,-0.029056606813955,-0.0881959218078024,-0.00815242619483655,0.0124109389667508,0.0702077610657634,-0.054978988691158,-0.0105283036224862
0.0140363211750675,0.0342760476458375,0.0199701611219768,-0.0103435022332361,0.0219596119711238,-0.00367529046605013,-0.00186014503002765,0.044570939660861,0.0365663820517558,0.0210993441208696,-0.024578856542575,-0.013139287135305,0.0214478498377097,-0.0244526665697709,-0.0386073094567208,-0.0365101975313596,-0.0413075894485397,1,-0.0758073646109449,,-0.0564970179805181,,,0.0315735487038517,,0.010707011088994,0.0152706489609342,0.0176408238088874,-0.0471742781908641,0.00189993133763212,-0.0203399797329878,-0.0425838776619123,-0.0503196300177065,-0.0323907064017451,0.0372053484587607,0.119380387005665,-0.158077309228058,-0.0327475964365154,-0.0839399964527857,0.068180333877817
0.0381216921729806,0.0286296026138428,0.0665882522051219,0.0867635788551184,0.0598631237858439,0.0500958004354073,0.0323289218915184,-0.0138844397770081,0.000681383955509492,0.0371335166040831,0.0576020161067103,0.0122650304616515,0.0365533954472565,0.0375643294589101,0.0242853808585439,0.118484248327737,-0.0410861634352924,-0.0758073646109449,1,,0.051600980956738,,,0.0768694061012638,,-0.0902654667226261,-0.0972482991243155,-0.0917781993720862,0.142767656582682,-0.0386420239330304,0.00391359788921597,0.0120822851511838,0.159466858070103,0.136717086356538,0.0415965149274021,-0.0209440919898865,-0.00808403991406567,0.0191837218827951,0.216542506200172,0.161076216595049
,,,,,,,,,,-0.0423142110265704,,-0.190165879977001,-0.0316101337054467,0.360675184737912,-0.0899316504418164,,,,1,-0.086142732640686,,,0.0269213955282046,0.032364702956099,,-0.0382527272762037,-0.0387884679512427,0.0519589898368655,-0.0301049893517694,-0.149084109737056,-0.0591868354734484,0.0565387403051801,0.0403699624637251,0.106788134074754,0.00773538102825286,-0.0793887173814331,-0.374793209958703,,0.094021951113449
0.0135059656220151,0.0334635762100729,0.0509370609916598,0.0665991611076279,0.0661887142937043,0.037783821934365,0.0273981547143827,0.00790862954414679,0.0140582015872567,0.00929045699414796,0.0555161522811106,0.0874797040820054,0.0782487828502208,0.0145441771988556,-0.00829104733324776,0.339706497834711,-0.031217690748354,-0.0564970179805181,0.051600980956738,-0.086142732640686,1,,,0.0451668269175101,,-0.04363727117502,-0.0045136485714489,-0.00753639994074182,0.0464546666005625,0.01254796241211,0.0250867862165075,-0.0403830711353161,0.093911517788612,0.0733370917681901,0.0277014395139206,-0.138733434105537,0.144580313084958,-0.0766516788077544,0.133924032166787,-0.0218703334533242
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0366383838288631,0.0328396488608421,0.0496725577645819,0.0653835061971198,0.089560406358447,0.0278738497389286,0.0214279014860599,0.0145444757047172,0.0233355410168876,0.023048823278958,0.0874839849891072,-0.014690861903822,0.0161509443326953,0.0640270752047138,0.0641255574046537,0.178815495105475,0.0411521283957219,0.0315735487038517,0.0768694061012638,0.0269213955282046,0.0451668269175101,,,1,,0.0620648360946763,-0.0336071267943265,-0.0303783324263422,0.024107525572308,-0.0367963011354115,0.0271699387372793,0.0180396531046837,0.0586319505210071,0.0662376960027206,0.0444790671926784,0.00661785643276961,-0.00104794927699808,0.132807778945314,0.075199665402518,0.126638179579662
,,,,,,,,,,-0.0103007015154463,,,0.0618563654214148,-0.519220138514297,,,,,0.032364702956099,,,,,1,,0.116031865134389,0.107097123144984,-0.0146396952528487,-0.0165635596211272,0.147920889871446,-0.0137858113115234,-0.103124247751854,-0.063911215000545,,0.0364681237369232,0.00425563318612827,-0.0881980264189745,,0.040786102702204
0.0413097805654868,0.0159838926973792,0.0109962466983079,0.0184781702564908,0.0238505038541906,-0.0178908379540473,0.00657232058473136,0.0252584132765797,0.00763042079104547,-0.00702022031266836,0.0214926916020372,-0.0508511717019973,0.0403442322719818,0.0943633797729414,0.0243821680003339,0.0393469587090463,0.0825724758486586,0.010707011088994,-0.0902654667226261,,-0.04363727117502,,,0.0620648360946763,,1,0.0599631139061824,0.0586231124923586,0.00760158460147672,-0.0366106393115108,0.121749406652124,-0.0585479934911959,-0.113362805346845,-0.106936750357529,0.00273646404478729,0.0327003358023919,,0.325183358853419,-0.184396370000386,-0.0471509260465688
0.177565233410995,0.206793301362242,0.152335135081183,0.162248604447226,0.183606956738022,0.159429454795664,0.157029249147541,0.154517328927945,0.0923683789509714,0.182986851545141,0.0467069748401636,-0.0223749043923116,0.205604042842373,0.0189852719944495,0.169358496409992,0.0333153770936918,0.00377647339337026,0.0152706489609342,-0.0972482991243155,-0.0382527272762037,-0.0045136485714489,,,-0.0336071267943265,0.116031865134389,0.0599631139061824,1,0.978209597257656,-0.132398580636525,0.123786856962804,0.173623893795808,-0.0253453261255902,-0.431250644175019,-0.432448896603098,-0.0240047625319208,0.157500992880605,0.00579284290757486,-0.090412141848571,-0.283245319488012,-0.0114168091146893
0.175725793336818,0.206328728032228,0.156088498159792,0.166193921315776,0.185163704365629,0.158110004420424,0.158585557681853,0.157349594786983,0.0930897723472686,0.182963802702907,0.0489341701541308,-0.0224112474710537,0.204444472294481,0.0230360893088648,0.182389735054062,0.0359004916938889,0.00439694917887351,0.0176408238088874,-0.0917781993720862,-0.0387884679512427,-0.00753639994074182,,,-0.0303783324263422,0.107097123144984,0.0586231124923586,0.978209597257656,1,-0.128403872184924,0.12202979727261,0.170701365470345,-0.0325990194549094,-0.423040254337604,-0.425403769639949,-0.0227120150791296,0.16210733876161,0.00521361973074412,-0.0831777063654259,-0.278989441136317,-0.00618381330321775
-0.0196640251977992,-0.0296058649923322,0.00772224543180589,0.00286965965818806,-0.0270521963401749,-0.0356368484037789,-0.0194752618753131,-0.0452939982002901,-0.0252942699171877,-0.012830418130387,0.0401951316652113,-0.0304258396572424,-0.10018788652052,0.0322908034043555,0.0405760476449823,0.0666958826023789,0.0235268814514521,-0.0471742781908641,0.142767656582682,0.0519589898368655,0.0464546666005625,,,0.024107525572308,-0.0146396952528487,0.00760158460147672,-0.132398580636525,-0.128403872184924,1,-0.0142060917753993,-0.10645513348482,-0.148123441183767,0.143508247523088,0.122221945128541,-0.0100591773018892,-0.115661036378767,0.0370529366534262,-0.0224382179255253,0.180934542080016,0.165336694979483
0.0584912206124167,0.0562880398815934,0.0461000062792342,0.0333269504152458,0.05933141362288,0.0536497713055954,0.0538197983090779,0.0498295787086423,0.0107579631319236,0.0426531710757345,-0.00748318321043316,0.0471670307306541,0.0646833548981595,-0.0280807440787343,-0.00716134428507826,-0.00620569665603759,-0.00783665079110534,0.00189993133763212,-0.0386420239330304,-0.0301049893517694,0.01254796241211,,,-0.0367963011354115,-0.0165635596211272,-0.0366106393115108,0.123786856962804,0.12202979727261,-0.0142060917753993,1,0.0449040079824493,0.0143154029316663,-0.0942968496260321,-0.0768567110684632,-0.00497252029486531,0.0832471852358597,0.0238790301864337,-0.0430434172241887,-0.0520705032648818,-0.0426563870936637
0.251627335703211,0.242730074676049,0.230323564260383,0.287755732486182,0.24060390228138,0.187286767268361,0.189561195804511,0.185621648963293,0.114574115365237,0.220131523940547,0.160876808664884,-0.0761452720917664,0.362896502052732,0.299053416858274,0.185417497472212,0.216435942997266,-0.0326926641770783,-0.0203399797329878,0.00391359788921597,-0.149084109737056,0.0250867862165075,,,0.0271699387372793,0.147920889871446,0.121749406652124,0.173623893795808,0.170701365470345,-0.10645513348482,0.0449040079824493,1,0.119200380842609,-0.135124650690073,-0.113505574956756,-0.0158692372493445,0.128831745302674,0.0289015484488405,0.450078356317676,-0.31501877180862,-0.147207455692706
-0.0534173267478705,-0.0303513157544827,0.00642870199559019,-0.0166967593133221,0.0195214885522629,-0.0598170525151681,0.00152580941137418,-0.0161255622201046,-0.0237059591652291,-0.0588232166996005,-0.0516351469218975,-0.0231412355989312,0.0538240642346552,-0.0275407488333175,-0.524017110373745,-0.0684038443388813,-0.0337837359265662,-0.0425838776619123,0.0120822851511838,-0.0591868354734484,-0.0403830711353161,,,0.0180396531046837,-0.0137858113115234,-0.0585479934911959,-0.0253453261255902,-0.0325990194549094,-0.148123441183767,0.0143154029316663,0.119200380842609,1,0.0662320193685045,0.0581437951093411,-0.00120223136792527,0.0645463687885081,-0.100849134951739,0.200432223526214,0.0408058291442553,-0.0505159956908779
-0.129838222672771,-0.142881158634588,-0.104418843659078,-0.103858139670471,-0.119317959888643,-0.112684590520485,-0.0881535777396745,-0.135249624732118,-0.0777019415750629,-0.140926730790685,0.000557420050363283,0.00497402046156325,-0.174674689297115,0.000565721054041796,-0.178298294732912,0.023795349583904,-0.0313503717634373,-0.0503196300177065,0.159466858070103,0.0565387403051801,0.093911517788612,,,0.0586319505210071,-0.103124247751854,-0.113362805346845,-0.431250644175019,-0.423040254337604,0.143508247523088,-0.0942968496260321,-0.135124650690073,0.0662320193685045,1,0.840578617913597,0.137182994247731,-0.16879130958233,-0.021923159739953,0.155057723157439,0.44575246013688,-0.023723968999533
-0.121500239060651,-0.132277940125427,-0.0846437603550475,-0.0843858814385757,-0.108892312429827,-0.107298148450247,-0.0752088939699647,-0.128757074683386,-0.0685857539393211,-0.13435727431067,0.00881590790661385,0.0116375475895691,-0.134409990877825,0.0147650663295207,-0.139162460014754,0.034114578701929,-0.029056606813955,-0.0323907064017451,0.136717086356538,0.0403699624637251,0.0733370917681901,,,0.0662376960027206,-0.063911215000545,-0.106936750357529,-0.432448896603098,-0.425403769639949,0.122221945128541,-0.0768567110684632,-0.113505574956756,0.0581437951093411,0.840578617913597,1,0.134170203707447,-0.14368076473872,-0.0220759257150485,0.154899608775998,0.384485812238044,0.00900715905075989
-0.0312448914554175,-0.0459088051106279,-0.0598559609823995,-0.00879834645801885,-0.0314008562637662,-0.0345981172545115,-0.00500743314250654,-0.0333976031183514,-0.0263215475991693,-0.0329976738777055,-0.0425395687956431,-0.0209674977811888,0.0254801507788274,0.0170953187872232,-0.0368025865290667,0.0345380223321484,-0.0881959218078024,0.0372053484587607,0.0415965149274021,0.106788134074754,0.0277014395139206,,,0.0444790671926784,,0.00273646404478729,-0.0240047625319208,-0.0227120150791296,-0.0100591773018892,-0.00497252029486531,-0.0158692372493445,-0.00120223136792527,0.137182994247731,0.134170203707447,1,0.0332880845207796,-0.162316724866114,0.0486376855369649,0.0258421100510161,-0.0635078441143255
0.109955038681303,0.115536320711091,0.105565517651815,0.0870779944679873,0.0912710582559386,0.101318008818646,0.0777063457847082,0.0915917163460114,0.0639637843545966,0.107036000638677,0.0482218498270479,-0.0207031269538968,0.115733133950915,-0.0232502563952433,0.0859176599072402,-0.0509911924565494,-0.00815242619483655,0.119380387005665,-0.0209440919898865,0.00773538102825286,-0.138733434105537,,,0.00661785643276961,0.0364681237369232,0.0327003358023919,0.157500992880605,0.16210733876161,-0.115661036378767,0.0832471852358597,0.128831745302674,0.0645463687885081,-0.16879130958233,-0.14368076473872,0.0332880845207796,1,-0.108311033939908,-0.016185828322023,-0.110621374585227,0.132624692528683
0.0640495278200314,0.0842113672351209,0.0980286845439936,0.144546312139691,0.118014841325905,0.0588126943850189,0.0437694287194936,0.0060435411653478,-0.00397704995767708,0.0456896925003346,0.079929154217252,0.113779943180426,0.0521771785879318,-0.0253166762509559,-0.00350123544384559,0.0910780728998861,0.0124109389667508,-0.158077309228058,-0.00808403991406567,-0.0793887173814331,0.144580313084958,,,-0.00104794927699808,0.00425563318612827,,0.00579284290757486,0.00521361973074412,0.0370529366534262,0.0238790301864337,0.0289015484488405,-0.100849134951739,-0.021923159739953,-0.0220759257150485,-0.162316724866114,-0.108311033939908,1,0.0140403553060756,0.0311691720195605,-0.0198741444880125
0.0134462329099377,-0.0169773085645517,-0.00114663224281125,-0.00338456338235549,-0.0423535282653194,-0.0557569657679113,-0.0403008657155961,-0.0030432200388651,-0.0122816837404607,-0.0183821948600918,0.167598054172049,-0.261698221371889,-0.12416391942272,0.363730619031607,0.0519509793490067,0.0681063071674804,0.0702077610657634,-0.0327475964365154,0.0191837218827951,-0.374793209958703,-0.0766516788077544,,,0.132807778945314,-0.0881980264189745,0.325183358853419,-0.090412141848571,-0.0831777063654259,-0.0224382179255253,-0.0430434172241887,0.450078356317676,0.200432223526214,0.155057723157439,0.154899608775998,0.0486376855369649,-0.016185828322023,0.0140403553060756,1,-0.100934745307572,-0.228919039331368
-0.12061801217734,-0.103138941119931,-0.0570122356584627,-0.0647640232754021,-0.0882604915065968,-0.0661099835447328,-0.0732425698439941,-0.105326084652722,-0.0659432472169571,-0.068399493099629,0.000505666959661871,0.0873609707508661,-0.168496456598092,-0.099229633323823,-0.116430246437347,0.0601633111976224,-0.054978988691158,-0.0839399964527857,0.216542506200172,,0.133924032166787,,,0.075199665402518,,-0.184396370000386,-0.283245319488012,-0.278989441136317,0.180934542080016,-0.0520705032648818,-0.31501877180862,0.0408058291442553,0.44575246013688,0.384485812238044,0.0258421100510161,-0.110621374585227,0.0311691720195605,-0.100934745307572,1,0.153277409627571
0.041645416232389,0.0376542075809017,0.0903944531886868,0.0994234107354259,0.06371797013871,0.0599411010654013,0.0418754450536066,0.0153251456363783,0.0206681296410395,0.0340946301381271,0.0367259018197404,-0.0406705788866873,0.082188249248174,-0.0792941008620613,0.00997537528282772,0.105303996025409,-0.0105283036224862,0.068180333877817,0.161076216595049,0.094021951113449,-0.0218703334533242,,,0.126638179579662,0.040786102702204,-0.0471509260465688,-0.0114168091146893,-0.00618381330321775,0.165336694979483,-0.0426563870936637,-0.147207455692706,-0.0505159956908779,-0.023723968999533,0.00900715905075989,-0.0635078441143255,0.132624692528683,-0.0198741444880125,-0.228919039331368,0.153277409627571,1
